FINANCIAL TYPE,SYMBOL,SECURITY NAME,ISIN,PRICE,QUANTITY,REALISED P/L,MARKET VALUE,FUND,DATETIME
Equities,ARE,Alexandria Real Estate Equities,,122.81,330568.793924599,30814.101222169844,40597153.58188,WHITESTONE,2023-04-30
Equities,DD,DuPont,,69.03,120972.53223073028,-55439.21194490383,8350733.89988731,WHITESTONE,2023-04-30
Equities,AMT,American Tower,,202.73,286124.6585757739,-90740.30092940216,58006052.03306664,WHITESTONE,2023-04-30
Equities,HON,Honeywell,,197.71,154253.87304874716,98211.04202808227,30497533.2404678,WHITESTONE,2023-04-30
Equities,RCL,Royal Caribbean Group,,65.43,128580.08584183472,313.75315183603374,8412995.016631247,WHITESTONE,2023-04-30
Equities,APH,Amphenol,,75.28,300072.74615926394,66111.81398406379,22589476.33086939,WHITESTONE,2023-04-30
Equities,PHM,PulteGroup,,67.0,12116.954901314524,-1550.1029186633818,811835.9783880732,WHITESTONE,2023-04-30
Equities,ETN,Eaton Corporation,,165.61,366706.8176900907,37364.33546081803,60730316.07765593,WHITESTONE,2023-04-30
Equities,MDLZ,Mondelez International,,76.32,327421.3572093299,-162461.07761709654,24988797.982216056,WHITESTONE,2023-04-30
Equities,LEN,Lennar,,112.47,119502.93923572089,-52219.11698645741,13440495.575841526,WHITESTONE,2023-04-30
Equities,ATVI,Activision Blizzard,,76.88,291009.85337309184,-209423.16233813664,22372837.5273233,WHITESTONE,2023-04-30
Equities,AZO,AutoZone,,2663.31,104308.3671778348,-3370395.4499780736,277805517.38839924,WHITESTONE,2023-04-30
Equities,VRSK,Verisk,,193.81,214931.78056527805,24122.627331262047,41655928.39135654,WHITESTONE,2023-04-30
Equities,CSGP,CoStar Group,,76.95,350691.0806494598,-344900.16431042115,26985678.65597593,WHITESTONE,2023-04-30
Equities,JKHY,Jack Henry & Associates,,162.76,82337.79486883481,-71299.7333420248,13401299.492851552,WHITESTONE,2023-04-30
Equities,CI,Cigna,,252.1,50466.7366594596,-20617.812319479257,12722664.311849764,WHITESTONE,2023-04-30
Equities,CMA,Comerica,,42.66,83363.1035439655,-939.1213825171096,3556269.997185568,WHITESTONE,2023-04-30
Equities,TTWO,Take-Two Interactive,,124.29,349170.512128896,-39650.044204050144,43398402.95250049,WHITESTONE,2023-04-30
Equities,NEM,Newmont,,46.93,82777.97215584897,20718.772850896927,3884770.233273992,WHITESTONE,2023-04-30
Equities,EXC,Exelon,,41.71,23910.178976833784,-1024.100724288167,997293.5651237372,WHITESTONE,2023-04-30
Equities,WEC,WEC Energy Group,,94.53,49487.330116344674,-13668.205373278404,4678037.315898062,WHITESTONE,2023-04-30
Equities,LNT,Alliant Energy,,54.68,293613.2290288902,-119346.21969341258,16054771.363299716,WHITESTONE,2023-04-30
Equities,BSX,Boston Scientific,,52.12,3597.7607893605,795.2544371728002,187515.2923414693,WHITESTONE,2023-04-30
Equities,HPQ,HP Inc.,,29.45,162934.2078030933,-517.4861409354146,4798412.419801097,WHITESTONE,2023-04-30
Equities,UDR,"UDR, Inc.",,40.93,44689.711755109405,2235.8264131906703,1829149.902136628,WHITESTONE,2023-04-30
Equities,OXY,Occidental Petroleum,,61.35,148785.9627649978,0.0,9128018.815632615,WHITESTONE,2023-04-30
Equities,ILMN,Illumina,,205.56,331574.2922059124,817379.6151101417,68158411.50584735,WHITESTONE,2023-04-30
Equities,MHK,Mohawk Industries,,105.9,1229.573162600743,-1317.342870818222,130211.79791941868,WHITESTONE,2023-04-30
Equities,TROW,T. Rowe Price,,111.1,3589.063543294358,-124.9685544128681,398744.9596600032,WHITESTONE,2023-04-30
Equities,AMD,AMD,,89.37,251895.55952671607,-127724.27682892722,22511906.15490261,WHITESTONE,2023-04-30
Equities,ULTA,Ulta Beauty,,551.43,360269.88924047205,-286466.4120281396,198663625.02387348,WHITESTONE,2023-04-30
Equities,XOM,ExxonMobil,,116.37,363846.3900950042,10687.272602141074,42340804.41535564,WHITESTONE,2023-04-30
Equities,ABC,AmerisourceBergen,,165.94,160529.41926580522,212279.1205151064,26638251.83296772,WHITESTONE,2023-04-30
Equities,NI,NiSource,,28.21,333389.6007320509,-12138.93960664839,9404920.636651158,WHITESTONE,2023-04-30
Equities,T,AT&T,,17.36,337921.83229318465,-27269.49026988123,5866323.008609685,WHITESTONE,2023-04-30
Equities,CEG,Constellation Energy,,76.92,141485.7118482303,9242.998256791889,10883080.955365876,WHITESTONE,2023-04-30
Government Bond,DE0001030567,DEUTSCHLAND I/L BOND 0.1 % 4/15/2026 REGS,DE0001030567,121.57,5888.019392733593,-7.864037557076244,715806.5175746229,WHITESTONE,2023-04-30
Government Bond,IT0004735152,BUONI POLIENNALI DEL TES 3.1% 09/15/2026 144A,IT0004735152,140.58,5060.948787867133,-21.13903455872889,711468.1805983617,WHITESTONE,2023-04-30
Government Bond,FR0000188799,FRANCE (GOVT OF) 3.15 % 07/25/2032 REGS ,FR0000188799,209.45,3506.071006603487,53.71731212624365,734346.5723331004,WHITESTONE,2023-04-30
Government Bond,DK0009923807,KINGDOM OF DENMARK 0.5 % 11/15/2029 144A ,DK0009923807,104.67,95110.3024900516,775.2056295873779,9955195.3616337,WHITESTONE,2023-04-30
Government Bond,US912810FS25,TSY INFL IX N/B 2% 01/15/2026,US912810FS25,161.68,6109.48278283992,-264.85306952527253,987781.1763295584,WHITESTONE,2023-04-30
Government Bond,US912810FQ68,TSY INFL IX N/B 3.375% 04/15/2032,US912810FQ68,232.05,1503.127650797632,-30.88639282456544,348800.7713675905,WHITESTONE,2023-04-30
Government Bond,GB00B3MYD345,UNITED KINGDOM I/L GILT 0.625% 11/22/2042 REGS,GB00B3MYD345,273.07,4241.664717764291,-23.91771943578229,1158271.3844798948,WHITESTONE,2023-04-30
Government Bond,MX0MG00000H9,MEX BONOS DESARR FIX RT 8.5 % 05/31/2029 ,MX0MG00000H9,106.15,3577255.509368984,3378.459820956743,379725672.3195176,WHITESTONE,2023-04-30
Government Bond,IT0003745541,BUONI POLIENNALI DEL TES 2.4% 09/15/2035 144A,IT0003745541,179.5,4962.8848155275045,223.2790714552121,890837.824387187,WHITESTONE,2023-04-30
Government Bond,JP1103571L10,JAPAN (10 YEAR ISSUE) 0.1 % 12/20/2029 ,JP1103571L10,100.96,6092577.749132427,-24011.20801231612,615106649.5524099,WHITESTONE,2023-04-30
Government Bond,GB00BL68HJ26,UNITED KINGDOM GILT 0.125% 01/30/2026 REGS,GB00BL68HJ26,97.6,22876.11863100788,-1010.5340490510104,2232709.1783863693,WHITESTONE,2023-04-30
Government Bond,CA135087YK42,CANADIAN GOVERNMENT RRB 2.0% 12/01/2041,CA135087YK42,186.76,2339.785002768261,-5.505235371486874,436978.24711700046,WHITESTONE,2023-04-30
Government Bond,ES00000128E2,BONOS Y OBLIG DEL ESTADO 3.5% 07/30/2066 144A,ES00000128E2,150.53,2436.4167387186235,-58.810874963154376,366753.8116793144,WHITESTONE,2023-04-30
Government Bond,CND100045210,CHINA GOVERNMENT BOND 3.0% 03/11/2026,CND100045210,101.83,33195.11464197431,0.0,3380258.523992244,WHITESTONE,2023-04-30
Government Bond,CA135087VS05,CANADIAN GOVERNMENT RRB 4.3% 12/01/2026,CA135087VS05,206.84,1667.7970807190384,2.1630718700010814,344967.1481759259,WHITESTONE,2023-04-30
Government Bond,DE0001030559,DEUTSCHLAND I/L BOND 0.5 % 4/15/2030 REGS,DE0001030559,136.07,6587.259752946389,29.36131649285285,896328.4345834152,WHITESTONE,2023-04-30
Government Bond,BE0000304130,BELGIUM KINGDOM 5% 3/28/2035 144A,BE0000304130,160.52,4492.245105744472,-99.32117679398516,721095.1843741027,WHITESTONE,2023-04-30
Government Bond,US912810SM18,TSY INFL IX N/B 0.25% 02/15/2050 ,US912810SM18,130.18,4515.565679113728,4.2473142526278505,587836.3401070251,WHITESTONE,2023-04-30
Government Bond,CA135087WV25,CANADIAN GOVERNMENT RRB 4.0% 12/01/2031,CA135087WV25,230.6,1687.3355279537475,-74.26331825556146,389099.5727461342,WHITESTONE,2023-04-30
Government Bond,ES0000012B39,BONOS Y OBLIG DEL ESTADO 1.4% 04/30/2028 144A,ES0000012B39,108.23,30053.608666539498,4.1588467068458,3252702.06597957,WHITESTONE,2023-04-30
CASH,USDCURR,CASH,,,,,154115531.34509116,WHITESTONE,2023-04-30
