FINANCIAL TYPE,SYMBOL,SECURITY NAME,SEDOL,PRICE,QUANTITY,REALISED P/L,MARKET VALUE,FUND,DATETIME
Equities,MTB,M&T Bank,,123.76,3370.100030289917,-4064.5130922759126,417083.5797486801,LEEDER,2023-06-30
Equities,COST,Costco,,537.36,55095.67658235909,-111117.6962550564,29606212.76829648,LEEDER,2023-06-30
Equities,PARA,Paramount Global,,15.91,91254.33520095564,14506.69213592908,1451856.473047204,LEEDER,2023-06-30
Equities,HCA,HCA Healthcare,,303.48,95225.57137343218,-642324.0906853036,28899056.4004092,LEEDER,2023-06-30
Equities,FICO,Fair Isaac,,809.21,201151.92344426704,634288.005361351,162774147.97033533,LEEDER,2023-06-30
Equities,TPR,"Tapestry, Inc.",,42.8,70820.29644350655,-61625.2248996311,3031108.6877820804,LEEDER,2023-06-30
Equities,EIX,Edison International,,68.71,41672.898319388296,-1676.6977145055916,2863344.8435251694,LEEDER,2023-06-30
Equities,MSFT,Microsoft,,339.82,120603.61474288211,-272516.0128550116,40983520.361926205,LEEDER,2023-06-30
Equities,MSCI,MSCI,,468.1,130273.75924559504,17407.94859745616,60981146.70286304,LEEDER,2023-06-30
Equities,EG,Everest Re,,341.86,53171.45077461792,-15202.334682798484,18177192.16181088,LEEDER,2023-06-30
Equities,EXR,Extra Space Storage,,147.86,180926.73318563055,-33366.744346007865,26751826.76882734,LEEDER,2023-06-30
Equities,TJX,TJX Companies,,84.46,87536.61881137834,-78887.32380368598,7393342.824809014,LEEDER,2023-06-30
Equities,J,Jacobs Solutions,,118.65,97319.13823240835,19557.80947094858,11546915.751275253,LEEDER,2023-06-30
Equities,WEC,WEC Energy Group,,87.45,126255.8026475599,-30402.702189784228,11041069.941529114,LEEDER,2023-06-30
Equities,NI,NiSource,,27.11,78973.99429137964,3986.465391895468,2140984.985239302,LEEDER,2023-06-30
Equities,IR,Ingersoll Rand,,65.34,151876.7922299143,-127994.54016926872,9923629.604302602,LEEDER,2023-06-30
Government Bond,AU0000018442,AUSTRALIAN GOVERNMENT 2.8% 05/21/2041 REGS,BF5J6P3,107.01,12958.805025557693,-54.77487024740269,1386721.7257849288,LEEDER,2023-06-30
Government Bond,SE0008014062,SWEDEN I/L BOND 0.125 % 06/01/2026,BDCRN33,122.45,7584.748830153645,-145.0962067558986,928752.494252314,LEEDER,2023-06-30
Government Bond,AU000XCLWAV1,AUSTRALIAN GOVERNMENT 0.8% 11/21/2027 REGS,BF00GK6,119.09,3236.663950626155,-59.60159014448128,385454.3098800688,LEEDER,2023-06-30
Government Bond,US912810PS15,TSY INFL IX N/B 2.375% 01/15/2027,BYQLTT6,165.63,5106.156047023616,-407.1923051387842,845732.6260685215,LEEDER,2023-06-30
Government Bond,GB00BZ13DV40,UNITED KINGDOM I/L GILT 0.125% 08/10/2048 REGS,BZ13DV4,217.12,4801.74504895815,-426.10169077555497,1042554.8850297936,LEEDER,2023-06-30
Government Bond,US912828ZZ63,TSY INFL IX N/B 0.125% 07/15/2030 ,BLCGQJ3,120.57,14549.14210838148,-239.73869591565236,1754190.064007555,LEEDER,2023-06-30
Government Bond,GB00BYZW3J87,UNITED KINGDOM I/L GILT 0.125% 11/22/2036 REGS,BYZW3J8,182.24,5420.733106182206,-578.2623229222913,987874.4012706452,LEEDER,2023-06-30
Government Bond,US912810PZ57,TSY INFL IX N/B 2.5% 01/15/2029,BYQLTV8,164.61,4453.706172462364,-281.70435478380955,733124.5730490297,LEEDER,2023-06-30
Government Bond,JP1400131L54,JAPAN (40 YEAR ISSUE) 0.5 % 03/20/2060 ,BMC2Z46,92.6,1220678.4187745105,2575.8457046247872,113034821.57851969,LEEDER,2023-06-30
Government Bond,IT0004243512,BUONI POLIENNALI DEL TES 2.6% 09/15/2023 144A,B1Z5FX4,134.86,5100.270831439867,-73.42582592328519,687822.5243279805,LEEDER,2023-06-30
Government Bond,JP1201501E99,JAPAN (20 YEAR ISSUE) 1.4 % 09/20/2034 ,BQWJS35,114.84,7002820.260413651,5133.405200059068,804203878.7059038,LEEDER,2023-06-30
Government Bond,GB00BMBL1F74,UNITED KINGDOM GILT 0.625% 10/22/2050 REGS,BMBL1F7,87.84,5420.1354810767625,-128.2051296465961,476104.7006577829,LEEDER,2023-06-30
Government Bond,GB00B24FFM16,UNITED KINGDOM I/L GILT 0.75% 11/22/2047 REGS,B24FFM1,317.3,4720.940305542056,-270.5620915775661,1497954.3589484943,LEEDER,2023-06-30
Government Bond,GB00BN65R313,UNITED KINGDOM GILT 3.5% 01/22/2045 REGS,BN65R31,146.36,10366.20627782694,-172.59856957818624,1517197.9508227513,LEEDER,2023-06-30
Government Bond,GB00BDX8CX86,UNITED KINGDOM I/L GILT 0.125% 03/22/2068 REGS,BDX8CX8,365.41,3621.7881695518495,156.96618435557266,1323437.6150359418,LEEDER,2023-06-30
Government Bond,US912810FQ68,TSY INFL IX N/B 3.375% 04/15/2032,2805872,231.72,1935.836531890398,41.61557214495407,448572.041169643,LEEDER,2023-06-30
Government Bond,FR0013519253,FRANCE (GOVT OF) 0.1% 03/01/2026 0.0% 144A,BMY72S2,113.8,1509.0765981065003,107.28287763040107,171732.91686451974,LEEDER,2023-06-30
Government Bond,ES0000012B39,BONOS Y OBLIG DEL ESTADO 1.4% 04/30/2028 144A,BF5F9L8,108.14,27617.248729483148,1291.8180585481286,2986529.2776063075,LEEDER,2023-06-30
Government Bond,CA135087K940,CANADIAN GOVERNMENT 0.5% 09/01/2025,BM97LJ1,97.39,47242.494161718176,-413.8133202486378,4600946.506409734,LEEDER,2023-06-30
Government Bond,SE0013748258,SWEDEN I/L BOND 0.125 % 06/01/2030 144A ,BLP563,124.14,2929.610454716284,22.15950427607727,363681.8418484795,LEEDER,2023-06-30
CASH,USDCURR,CASH,,,,,169329192.36896288,LEEDER,2023-06-30
