FINANCIAL TYPE,SYMBOL,SECURITY NAME,ISIN,PRICE,QUANTITY,REALISED P/L,MARKET VALUE,FUND,DATETIME
Government Bond,GB00BL68HJ26,UNITED KINGDOM GILT 0.125% 01/30/2026 REGS,GB00BL68HJ26,97.57,22120.91129684508,1229.8773556645583,2158337.3152331742,WHITESTONE,2022-12-31
Government Bond,CA135087YK42,CANADIAN GOVERNMENT RRB 2.0% 12/01/2041,CA135087YK42,187.25,2404.792357263873,-60.68952283170468,450297.36889766017,WHITESTONE,2022-12-31
Government Bond,ES00000128E2,BONOS Y OBLIG DEL ESTADO 3.5% 07/30/2066 144A,ES00000128E2,150.7,2432.1585096384274,11.154194507290182,366526.287402511,WHITESTONE,2022-12-31
Government Bond,CND100045210,CHINA GOVERNMENT BOND 3.0% 03/11/2026,CND100045210,101.92,33246.26273849507,38.872553355854144,3388459.098307417,WHITESTONE,2022-12-31
Government Bond,CA135087VS05,CANADIAN GOVERNMENT RRB 4.3% 12/01/2026,CA135087VS05,207.08,1722.560566951604,151.18327319971203,356707.8422043382,WHITESTONE,2022-12-31
Government Bond,DE0001030559,DEUTSCHLAND I/L BOND 0.5 % 4/15/2030 REGS,DE0001030559,136.11,6451.100680858646,-193.0748548277336,878059.3136716704,WHITESTONE,2022-12-31
Government Bond,BE0000304130,BELGIUM KINGDOM 5% 3/28/2035 144A,BE0000304130,160.55,4497.943143248101,292.8352966287275,722144.7716484827,WHITESTONE,2022-12-31
Government Bond,US912810SM18,TSY INFL IX N/B 0.25% 02/15/2050 ,US912810SM18,130.45,4371.156994524249,-0.0,570217.4299356883,WHITESTONE,2022-12-31
Government Bond,CA135087WV25,CANADIAN GOVERNMENT RRB 4.0% 12/01/2031,CA135087WV25,230.94,1611.5803126796673,-156.45855565960997,372178.3574102424,WHITESTONE,2022-12-31
Government Bond,ES0000012B39,BONOS Y OBLIG DEL ESTADO 1.4% 04/30/2028 144A,ES0000012B39,108.22,29379.28137907241,-1256.5658264254946,3179425.8308432167,WHITESTONE,2022-12-31
CASH,USDCURR,CASH,,,,,174109708.8663537,WHITESTONE,2022-12-31
