FINANCIAL TYPE,SYMBOL,SECURITY NAME,ISIN,PRICE,QUANTITY,REALISED P/L,MARKET VALUE,FUND,DATETIME
Government Bond,US912810FQ68,TSY INFL IX N/B 3.375% 04/15/2032,US912810FQ68,231.8,1486.7116546113498,-2.507999417346393,344619.7615389109,WHITESTONE,2023-08-31
Government Bond,GB00B3MYD345,UNITED KINGDOM I/L GILT 0.625% 11/22/2042 REGS,GB00B3MYD345,272.85,4165.349712790946,-164.88730823147506,1136515.6691350096,WHITESTONE,2023-08-31
Government Bond,MX0MG00000H9,MEX BONOS DESARR FIX RT 8.5 % 05/31/2029 ,MX0MG00000H9,105.84,3473412.323293256,-41786.21357500258,367625960.2973582,WHITESTONE,2023-08-31
Government Bond,IT0003745541,BUONI POLIENNALI DEL TES 2.4% 09/15/2035 144A,IT0003745541,179.33,5147.090049478065,4.490954050856689,923027.6585729016,WHITESTONE,2023-08-31
Government Bond,JP1103571L10,JAPAN (10 YEAR ISSUE) 0.1 % 12/20/2029 ,JP1103571L10,101.05,5913634.906150916,18563.79833651648,597572807.2665501,WHITESTONE,2023-08-31
Government Bond,GB00BL68HJ26,UNITED KINGDOM GILT 0.125% 01/30/2026 REGS,GB00BL68HJ26,97.58,21936.55185938769,-207.68201689474364,2140568.730439051,WHITESTONE,2023-08-31
Government Bond,CA135087YK42,CANADIAN GOVERNMENT RRB 2.0% 12/01/2041,CA135087YK42,186.62,2399.035248378653,116.36556334250233,447707.9580524242,WHITESTONE,2023-08-31
Government Bond,ES00000128E2,BONOS Y OBLIG DEL ESTADO 3.5% 07/30/2066 144A,ES00000128E2,150.39,2419.856958962306,57.95922914712081,363922.2880583413,WHITESTONE,2023-08-31
Government Bond,CND100045210,CHINA GOVERNMENT BOND 3.0% 03/11/2026,CND100045210,101.82,34821.62411133453,12.616530475109704,3545537.7670160816,WHITESTONE,2023-08-31
Government Bond,CA135087VS05,CANADIAN GOVERNMENT RRB 4.3% 12/01/2026,CA135087VS05,206.66,1763.5902635333694,17.124318970845394,364463.5638618061,WHITESTONE,2023-08-31
Government Bond,DE0001030559,DEUTSCHLAND I/L BOND 0.5 % 4/15/2030 REGS,DE0001030559,135.99,6393.668655191304,0.0,869475.0004194655,WHITESTONE,2023-08-31
Government Bond,BE0000304130,BELGIUM KINGDOM 5% 3/28/2035 144A,BE0000304130,160.34,4263.885295022172,-66.14106609980149,683671.368203855,WHITESTONE,2023-08-31
Government Bond,US912810SM18,TSY INFL IX N/B 0.25% 02/15/2050 ,US912810SM18,130.0,4583.969792866639,16.56452558526351,595916.073072663,WHITESTONE,2023-08-31
Government Bond,CA135087WV25,CANADIAN GOVERNMENT RRB 4.0% 12/01/2031,CA135087WV25,230.45,1629.1515442312043,-78.65612614343516,375437.9733680811,WHITESTONE,2023-08-31
Government Bond,ES0000012B39,BONOS Y OBLIG DEL ESTADO 1.4% 04/30/2028 144A,ES0000012B39,108.14,28826.74888802009,40.99434611033495,3117324.624750493,WHITESTONE,2023-08-31
CASH,USDCURR,CASH,,,,,166813792.1393655,WHITESTONE,2023-08-31
